temperature,humidity,soil_moisture,light_intensity,soil_ph,crop_yield
28.973713224089863,80.99033154879004,36.89786070030742,418.4384884245218,5.8092051160280525,1874.982695276229
23.89388559063052,73.86950524369153,43.26577595141379,627.9229978440997,6.4750372088487325,2753.154074983963
30.18150830480554,60.89445554880261,35.49096094800046,717.2788933156712,6.514413497635557,2305.7177227671586
37.184238851264205,50.295948334416394,41.30446164433152,1177.5375314680382,6.8781042766747245,1883.808051185212
23.126773002213312,70.47334970420386,22.276623996554573,911.3106249067516,5.406513309375339,1993.5994427288654
23.126904344406555,65.90228078132624,47.55952448847526,532.9036861800217,6.974053819077865,2442.0903062593484
37.63370252405913,73.42789830041599,45.01446570434669,897.2072578835274,4.5,1111.7645131511952
31.13947783322327,69.52757702522955,35.194936427181716,490.53920221232687,5.996092358108951,2497.7908181889024
21.244204912520384,75.74329072979003,52.91094802118886,1016.5382107774146,6.109380926038765,2598.4162933947086
29.340480348687716,51.97147182659148,56.2508416515187,705.7750696364243,7.006661460856991,2953.6007999328053
21.292658457500302,79.76091098451488,25.70928162757231,781.2727622521659,6.518104682141495,2578.9792261247267
21.274161971437945,62.96399407038599,35.84730265720543,1065.159329508438,5.3755495569149705,2330.0708774708705
26.935698172528273,90.0,35.77029180255242,542.56728628315,5.712005499346388,1929.9140229474085
10.0,49.66218272865648,33.721162786693625,520.5763629774017,6.658944007637926,1734.4385172809903
11.200657339895738,86.03945704747875,54.95369810318098,683.2801347307991,6.436746126508355,1868.1010037175777
20.501699766072218,62.96866175193972,42.674086334726354,1007.6757702038633,6.0367007122914025,2835.5465042319356
16.89735103732461,50.22872994578327,41.82582190427267,496.1307849046315,6.115332968390416,1924.9869908923235
27.51397866076219,52.741712489185176,20.95365162711896,233.56888037788622,7.0569343977274315,1724.0753510359307
17.735807395830314,55.1947903770852,52.62501636251072,709.7682283182003,6.085845941704628,2839.654993954679
13.701570389317668,66.36248919602875,30.128899261758328,910.3481599821841,6.429527004776741,2217.84063311855
36.72519015137243,67.8425323205325,45.71919156319594,1040.0523499477658,8.235949270464435,1608.4658359460693
23.193789596107713,51.394499940921314,48.3285232554983,707.3677275829202,5.361053890492862,2179.5112885374183
25.54022563750339,59.634681116085254,61.32790315006381,717.7146785767995,5.018525814740273,1936.5504173692213
13.602014510292346,90.0,29.294155210570654,1030.7801468511495,7.126871731838886,1354.1735521532169
20.64493820379854,85.91314755151066,10.0,426.0516600609159,5.957085550964718,1568.3004894643846
25.88738071767893,66.54485504511048,47.20619453704434,722.2958449633982,6.245409977805904,2629.646400473281
15.792051380621578,60.570052172523006,66.60613417813025,838.0847779850116,5.875074897495109,2019.9362129648532
28.005584146765376,61.80046990077392,59.86735623527325,889.8437442570068,6.29215988738599,2867.9222386840797
20.194890480649562,69.20276959095625,47.51591298329551,698.0386613618235,7.778830489677073,2858.932864797794
22.666450001653786,44.658111522023916,39.10036577241543,806.8882023411683,7.141702766894495,2763.030184315085
20.186347102164824,56.139351938649824,54.685471159647726,302.3345293174021,7.189778809509582,1776.4621454155063
39.818225476071504,34.97123889183616,33.317445603546375,668.3503175332303,5.367018355365883,1299.5615750175268
24.892022202096527,65.98834683907918,50.71629323227463,890.7017425108935,5.579077010757705,2756.0281258181044
16.538312568352797,69.70793909554112,51.06564190999952,603.5411931490642,4.5,1416.601788299643
31.580359296825513,52.75220306550939,57.72251888998656,811.7968443179195,5.852495343133796,2849.8566578519035
15.233250800231822,83.6098014493505,78.11592046693293,889.3745001605396,7.265362549108527,1898.4246305177915
26.670908760038042,41.61351505496488,49.708991606145204,731.490159828447,6.913557212598697,3410.272192772326
10.0,38.0343767968527,38.89243649151001,834.0927541993142,6.3227893896383005,1744.0867593298963
14.374511608812556,63.36677727839958,44.69310825369607,607.4534869430776,6.482159773025558,2898.655227055332
26.574889886952988,75.70647453918232,23.77108914133058,758.6777440607907,5.948891565939675,2290.157315848674
30.907732639963285,85.25891537186803,36.6634424269313,922.0432339178445,6.663807105921427,2464.9219213899783
26.370946249519765,53.1167360569659,40.08861074264275,831.3945921936869,7.112702623584492,2436.1405781088088
24.074813740894076,76.18021250146944,38.71093922478489,682.693746087213,5.207290570071621,1996.3729369324374
22.59117043528569,59.422372957489394,46.82825846440466,844.8432808581586,6.739718150269878,2756.1529228990307
13.171824077060581,57.41059050088771,35.130960811413594,942.9219581273236,7.245947896763734,2306.462468308555
19.24124633284233,73.25489906230008,58.452368007893654,390.0117442845044,6.167919768829305,2480.6978376278535
21.3148898323217,69.78484317620129,45.00248477901837,1031.8148129911795,7.060560489696467,2311.491512769493
33.45697780975132,36.35411764523626,44.888396146336625,732.7490522637856,8.5,1608.5114805082635
27.74894631654769,82.14810524588844,41.06526340184499,885.0979866480461,6.416525765610486,2931.2298191669684
10.895678757098128,80.70137031221176,46.86228820630775,1039.4493847290455,6.814645640004259,1873.2126445568294
27.59267175515836,50.61655947735706,54.90117917601162,525.6652605539068,5.909554333070886,2875.6311206600385
21.919341756669468,65.93705300156114,34.594437411469194,658.1117995144907,6.645000930081641,2895.522617290012
19.58462399755233,67.41045279424108,37.10260213109692,742.290260824859,6.868217299985843,2952.8725382889343
29.893410310726942,63.910106487358604,41.355287654680026,643.2492957751143,6.655873872216111,2918.605506579511
33.24799617996761,51.7454226923187,28.84954891832142,1146.9873151673617,5.684243744232915,1628.4861031134421
32.45024095292959,49.92564948092922,35.168905683342025,628.6455812346414,6.6650894170603605,2256.062463739829
18.28625981421889,59.61668893512832,39.28534951746409,688.8906441026267,7.669756750974109,2615.816339498998
22.526300993190283,77.59093528889048,55.492670168552735,840.8778063205954,6.858908611611622,2777.6662989135148
27.65010745122851,68.15400231891648,48.1507359480231,559.5700947847822,7.269589751257473,2685.7723702886396
32.80436101697887,54.44078501870841,47.32307893641053,720.8638576487472,6.310390423989897,2550.5745537879216
21.16660609723768,71.57548065972517,55.21077554601567,863.490652250035,7.099920191538969,2805.414648537612
23.514728186689464,20.0,43.35153853920724,733.4279191234978,6.723414270573221,2518.6958891432955
16.149320207951774,77.23148550558156,49.685578199146676,781.3226282200103,5.739271416250214,2162.445328673417
15.430347007354634,33.904293318328506,43.761338964810044,694.1335775103258,6.754816803839099,1952.9289582654405
31.500206579153584,54.563385878953014,48.18434819279554,497.1059381638466,5.706642669247752,2441.238256479565
35.84992022856658,43.20495158060784,38.00689610866102,864.3186422678477,5.993695780092167,2060.8410489954986
24.42391902735733,40.57977786418641,15.73419410068285,1150.9866143294482,6.6514626458339,1792.2404074236988
33.02826318313619,77.41240181067779,43.38865005376435,803.6803261566877,6.737795418704099,2833.6099884185965
27.893088200381072,52.98448198032163,62.07297763319928,845.0528234495099,5.548614027938297,2454.1493886535977
19.839041963159005,65.19755822596073,56.114584826899105,938.5445510233719,7.343188616946301,2861.005172797759
27.891164844067312,59.29619131681224,56.58476981509405,546.1339006906602,6.9576050226403785,2503.7758576406
37.304292531727754,67.15561240834683,59.83356866167462,1140.502931625921,5.936217251511293,1880.6398243361202
24.71339168712039,61.15232836590383,46.06389109153725,840.4657592845604,5.26993216284066,2400.1218249167655
37.51714924651205,40.755116637171454,47.36778848886715,1126.371379817822,6.3840763367348545,1536.942535079145
10.0,74.94400229170711,37.588177254787794,653.3934008952021,6.143245028911072,1974.8791928796545
31.57522003500179,52.593651252580315,41.207125727675404,1163.6123845115649,6.590512365642418,2607.0329122068347
25.69637654590537,36.651271520103734,52.3892537972537,955.0310988069566,6.209506671075546,2690.694029076492
22.60794119627306,53.578272585511314,59.44661324602579,910.6080171704717,4.8940345114039925,2086.1269646769183
25.73408621228402,82.51139685951466,43.32664469182801,846.8048908706296,6.189322449359073,2712.436769715987
10.0,72.7533261317024,39.597728821783065,750.2942763851102,6.25550471114535,2332.242368876907
23.242624897299905,54.77021798388211,45.006335506279164,1040.1063316947746,7.006928819819247,2644.071888273477
27.85690057209397,54.76113443522357,52.21448098714938,828.0719739696094,5.94144026031116,2966.811330002637
36.82315235793213,55.17547423173926,27.6737422063975,406.5860592825695,7.842939738698053,1247.8143794706439
20.85383825381082,90.0,17.445828562353142,576.5627076585995,4.970687559478594,984.97587564484
18.532051176854498,65.7290317834733,38.393557806101,762.8308495614506,7.5489339982420995,2741.004873970259
20.98594365132371,66.45062470786604,30.351450889030097,861.999796633111,6.320544823297516,3251.4699330001677
32.32321694161659,75.45425181047763,38.90231762823227,788.6823022200208,7.187667897874845,2438.096329353744
27.630008877277476,63.581837385397705,43.22663617419034,1043.7941579587327,6.563841187246987,3082.4975435471783
20.76191836986369,56.11436781268945,39.561019091723836,409.77962719227503,7.4116444288203756,2235.8397806027115
29.10613946490685,57.05475226372533,62.429610413648945,828.717587301032,6.190110428357751,2684.393927766265
25.776620394784324,58.92598110878904,48.92093717522784,436.40415492256903,5.62110365985775,1785.4667148638307
32.74915992426311,59.44166645235238,48.60569231532994,951.9424590968337,7.63640342981685,2165.78578320103
19.38357524898118,70.9144431545547,52.46648572852082,781.1082571115994,6.409215483294287,2511.478602770207
22.378702827217854,60.77918828710949,31.33400258663077,883.9219944048236,6.677246778899368,3130.8766796642235
21.86313477494274,70.98960115823368,57.46934144904323,627.2234078820468,7.487801531235836,2649.6719511832325
13.291880414943051,58.78925129837126,44.09082856157448,1055.8929863315502,5.6744358063244515,1995.8885931147233
27.368962216516607,61.17952785474136,53.045767406894555,1008.3449328117703,6.976392718111406,3253.115758879609
27.088442177439113,30.026989732018386,32.13771320351813,916.7088606023775,6.028084194829687,2017.9567765166353
25.040907653139687,73.74491512053723,26.354894807807227,774.0965506273119,6.394264515484503,2211.4501031698624
23.123302932998826,65.19732713846989,54.81467589630034,915.9714570590264,6.557823172307431,3020.421680774586
13.677034063596686,74.97015164789478,49.5169143131702,658.6214864025302,5.299822510842451,1946.346416159938
